value,designator,barcode,,mean,0.139595177,,,,
0.133,U3_1,"	M0540064PI27407903P",,,,,,,
0.1346,U3_1,"	M0540064PI27407902E",,,,,,,
0.1357,U3_1,"	M0540064PI27407902C",,,,,,,
0.1377,U3_1,"	M0540064PI27407902D",,,,,,,
0.1327,U3_1,"	M0540064PI27407902A",,,,,,,
0.1323,U3_1,"	M0540064PI27407904J",,,,,,,
0.1392,U3_1,"	M0540064PI274079021",,,,,,,
0.1376,U3_1,"	M0540064PI27407904K",,,,,,,
0.1368,U3_1,"	M0540064PI27407904M",,,,,,,
0.139,U3_1,"	M0540064PI27407904N",,,,,,,
0.1431,U3_1,"	M0540064PI27407904G",,,,,,,
0.1409,U3_1,"	M0540064PI27407904H",,,,,,,
0.1396,U3_1,"	M0540064PI27407900J",,,,,,,
0.1368,U3_1,"	M0540064PI27407901D",,,,,,,
0.1362,U3_1,"	M0540064PI274079022",,,,,,,
0.134,U3_1,"	M0540064PI274079026",,,,,,,
0.1357,U3_1,"	M0540064PI274079045",,,,,,,
0.1339,U3_1,"	M0540064PI27407904C",,,,,,,
0.1365,U3_1,"	M0540064PI27407904A",,,,,,,
0.1292,U3_1,"	M0540064PI27407902K",,,,,,,
0.1306,U3_1,"	M0540064PI27407902L",,,,,,,
0.1327,U3_1,"	M0540064PI27407902J",,,,,,,
0.1421,U3_1,"	M0540064PI27407902V",,,,,,,
0.1366,U3_1,"	M0540064PI27407904F",,,,,,,
0.1309,U3_1,"	M0540064PI274079048",,,,,,,
0.1362,U3_1,"	M0540064PI274079042",,,,,,,
0.1298,U3_1,"	M0540064PI274079040",,,,,,,
0.1348,U3_1,"	M0540064PI274079047",,,,,,,
0.1276,U3_1,"	M0540064PI274079043",,,,,,,
0.1316,U3_1,"	M0540064PI27407903Y",,,,,,,
0.133,U3_1,"	M0540064PI274079046",,,,,,,
0.1417,U3_1,"	M0540064PI27407903U",,,,,,,
0.1342,U3_1,"	M0540064PI27407903R",,,,,,,
0.1292,U3_1,"	M0540064PI27407901Z",,,,,,,
0.1333,U3_1,"	M0540064PI27407903K",,,,,,,
0.1401,U3_1,"	M0540064PI27407903C",,,,,,,
0.1294,U3_1,"	M0540064PI27407903F",,,,,,,
0.135,U3_1,"	M0540064PI27407903D",,,,,,,
0.1307,U3_1,"	M0540064PI27407902R",,,,,,,
0.1353,U3_1,"	M0540064PI274079044",,,,,,,
0.1306,U3_1,"	M0540064PI27407901S",,,,,,,
0.1451,U3_1,"	M0540064PI27407900A",,,,,,,
0.1341,U3_1,"	M0540064PI27407902Y",,,,,,,
0.143,U3_1,"	M0540064PI27407900F",,,,,,,
0.1454,U3_1,"	M0540064PI27407901E",,,,,,,
0.1352,U3_1,"	M0540064PI27407901F",,,,,,,
0.1348,U3_1,"	M0540064PI27407900W",,,,,,,
0.1451,U3_1,"	M0540064PI27407900Y",,,,,,,
0.1426,U3_1,"	M0540064PI27407900D",,,,,,,
0.1406,U3_1,"	M0540064PI27407901G",,,,,,,
0.1482,U3_1,"	M0540064PI27407900B",,,,,,,
0.1305,U3_1,"	M0540064PI27407900C",,,,,,,
0.1488,U3_1,"	M0540064PI274079001",,,,,,,
