value,designator,barcode,,mean,0.180228396,,,,,0.2162
0.181,UD8_1,"	M0540064PI27407900V",,,,,,,,0.1985
0.1741,UD8_1,"	M0540064PI27407901L",,,,,,,,0.1985
0.1963,UD8_1,"	M0540064PI274079023",,,,,,,,0.1984
0.1917,UD8_1,"	M0540064PI27407901N",,,,,,,,0.1984
0.2035,UD8_1,"	M0540064PI27407901J",,,,,,,,0.1984
0.1751,UD8_1,"	M0540064PI27407901R",,,,,,,,0.1984
0.181,UD8_1,"	M0540064PI27407902T",,,,,,,,0.1984
0.1915,UD8_1,"	M0540064PI274079025",,,,,,,,0.1984
0.1856,UD8_1,"	M0540064PI27407902S",,,,,,,,0.1983
0.1622,UD8_1,"	M0540064PI27407902M",,,,,,,,0.1983
0.1961,UD8_1,"	M0540064PI27407904D",,,,,,,,0.1983
0.154,UD8_1,"	M0540064PI27407903Z",,,,,,,,0.1983
0.1978,UD8_1,"	M0540064PI274079029",,,,,,,,0.1983
0.1831,UD8_1,"	M0540064PI27407901C",,,,,,,,0.1982
0.1818,UD8_1,"	M0540064PI274079036",,,,,,,,0.1982
0.19,UD8_1,"	M0540064PI274079049",,,,,,,,0.1982
0.2011,UD8_1,"	M0540064PI27407904E",,,,,,,,0.1982
0.1836,UD8_1,"	M0540064PI27407904B",,,,,,,,0.1982
0.1954,UD8_1,"	M0540064PI27407903P",,,,,,,,0.1982
0.1707,UD8_1,"	M0540064PI27407902E",,,,,,,,0.1981
0.1962,UD8_1,"	M0540064PI27407902C",,,,,,,,0.1981
0.1688,UD8_1,"	M0540064PI27407902D",,,,,,,,0.1981
0.1751,UD8_1,"	M0540064PI27407902A",,,,,,,,0.1981
0.2113,UD8_1,"	M0540064PI27407904J",,,,,,,,0.1981
0.179,UD8_1,"	M0540064PI274079021",,,,,,,,0.1981
0.1962,UD8_1,"	M0540064PI27407904K",,,,,,,,0.1981
0.1768,UD8_1,"	M0540064PI27407904M",,,,,,,,0.1981
0.1855,UD8_1,"	M0540064PI27407904N",,,,,,,,0.1981
0.1784,UD8_1,"	M0540064PI27407904G",,,,,,,,0.198
0.1912,UD8_1,"	M0540064PI27407904H",,,,,,,,0.198
0.1784,UD8_1,"	M0540064PI27407900J",,,,,,,,0.198
0.1833,UD8_1,"	M0540064PI27407901D",,,,,,,,0.198
0.1778,UD8_1,"	M0540064PI274079022",,,,,,,,0.1979
0.1818,UD8_1,"	M0540064PI274079026",,,,,,,,0.1979
0.1885,UD8_1,"	M0540064PI274079045",,,,,,,,0.1979
0.1903,UD8_1,"	M0540064PI27407904C",,,,,,,,0.1979
0.1636,UD8_1,"	M0540064PI27407904A",,,,,,,,0.1979
0.1905,UD8_1,"	M0540064PI27407902K",,,,,,,,0.1979
0.1821,UD8_1,"	M0540064PI27407902L",,,,,,,,0.1979
0.1786,UD8_1,"	M0540064PI27407902J",,,,,,,,0.1979
0.1813,UD8_1,"	M0540064PI27407902V",,,,,,,,0.1979
0.1866,UD8_1,"	M0540064PI27407904F",,,,,,,,0.1979
0.1708,UD8_1,"	M0540064PI274079048",,,,,,,,0.1979
0.1998,UD8_1,"	M0540064PI274079042",,,,,,,,0.1978
0.1753,UD8_1,"	M0540064PI274079040",,,,,,,,0.1978
0.1832,UD8_1,"	M0540064PI274079047",,,,,,,,0.1978
